# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אלמים	אלמה	oshb,noun
אלמנות	אלמנה	oshb,noun
אלמנותה	אלמנות	oshb,noun
אלמנותיה	אלמנה	oshb,noun
אלמנותיו	אלמנה	oshb,noun
אלמנותיך	אלמנות	oshb,noun
אלמנתו	אלמנה	oshb,noun
אלמנתיו	אלמנה	oshb,noun
אלמתי	אלמה	oshb,noun
אלמתיו	אלמה	oshb,noun
אלמתיכם	אלמה	oshb,noun
אלן	אלין	oshb,adj
אלעג	לעג	oshb,verb
אלעלה	אלעלא	oshb,name
אלפא	אלף	oshb,noun
אלפי	אלוף	oshb,noun
אלפי	אלף	oshb,adj
אלפיך	אלף	oshb,noun
אלפים	אלוף	oshb,noun
אלפים	אלף	oshb,adj
אלפין	אלף	oshb,adj
אלצפן	אליצפן	oshb,name
אלקח	לקח	oshb,verb
אלקטה	לקט	oshb,verb
אלתו	אלה	oshb,noun
אלתי	אלה	oshb,noun
אמאס	מאס	oshb,verb
אמגנך	מגן	oshb,verb
אמדד	מדד	oshb,verb
אמה	אם	oshb,noun
אמהות	אמה	oshb,noun
אמו	אם	oshb,noun
אמוט	מוט	oshb,verb
אמונות	אמונה	oshb,noun
אמוני	אמן	oshb,adj
אמונים	אמון	oshb,noun
אמונים	אמן	oshb,adj
